x,y
0.0,1.909917804584755
0.20408163265306123,1.7361520969788162
0.40816326530612246,9.26603477184807
0.6122448979591837,4.6449366107106655
0.8163265306122449,15.596592047357808
1.0204081632653061,6.210808785838333
1.2244897959183674,13.641800649455613
1.4285714285714286,10.435658635639474
1.6326530612244898,12.213437892310544
1.836734693877551,15.621352045742317
2.0408163265306123,24.28677479994341
2.2448979591836737,18.97949731650496
2.4489795918367347,19.939394117054164
2.6530612244897958,23.114860414773325
2.857142857142857,30.97350620111761
3.0612244897959187,33.7191606509089
3.2653061224489797,30.6296535457928
3.4693877551020407,30.0230358937192
3.673469387755102,33.368058988662334
3.8775510204081636,39.155932242493954
4.081632653061225,39.88883318486548
4.285714285714286,44.32995106102147
4.4897959183673475,43.83298655281974
4.6938775510204085,46.960067783883204
4.8979591836734695,47.02311199976278
5.1020408163265305,55.34732993689852
5.3061224489795915,55.63787241275145
5.510204081632653,57.07504555389823
5.714285714285714,63.866340285512905
5.918367346938775,62.023395231369314
6.122448979591837,61.905010444729804
6.326530612244898,67.31333899981432
6.530612244897959,76.35320150184488
6.73469387755102,71.49491001444463
6.938775510204081,73.59298282347261
7.142857142857143,82.3207565988586
7.346938775510204,81.2141167172534
7.551020408163265,84.07198366381222
7.755102040816327,86.94417060543677
7.959183673469388,96.0843759364559
8.16326530612245,95.3831456163882
8.36734693877551,94.73950387587257
8.571428571428571,99.20292337389654
8.775510204081632,100.66035387085881
8.979591836734695,111.23527818844907
9.183673469387756,113.13093698098409
9.387755102040817,109.90202796537841
9.591836734693878,119.71650420945531
9.795918367346939,123.79696494524583
10.0,123.74030172146077
